,Utterances,Label
306,"['Ur love will make me crazy... Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Beaming Face With Smiling Eyes  Beaming Face With Smiling Eyes ', ""It's the thing I have seen in recent times  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy "", '👼🏻']",happy
307,"['no u r number', 'Then what number am I?!', 'u r block  my friend list']",others
308,"['I mean ..wht is ths', 'i just do not understand why', 'I hate everyone  Angry Face ']",angry
309,"['He is over me', 'so YOU say', 'I just hate him']",angry
310,"['Why you are not well ?', 'BUT YOU ARE SUNSHINE', 'Yes get fucked with me']",angry
311,"['Games?', 'What kind of games?', 'I need some games to be hacked Beaming Face With Smiling Eyes ']",happy
312,"['Headache', 'how u now', 'Not good love']",sad
313,"['Not coz of you', 'why? Tell me  sad ', 'My girlfriend left me']",sad
314,"['Suggest Mee something to sleep', '): night', ' Face With Tears of Joy  Face With Tears of Joy  Smiling Face With Smiling Eyes ']",happy
315,"[' Confused Face bad bad', 'what bad news??', 'I hate talking abut my studes']",angry
316,"['M going to sleep', 'you need the sleep', 'Yeah']",others
317,"['No just want to see your AI', 'Haha! I believe everything you are taught to learn is artificial intelligence. (^.^)', 'fuck you']",angry
318,"['Now that made me rolling on floor laughing ', ""Hahahaha it's not as fun as it sounds  happy "", 'I know  Grinning Face ']",happy
319,"['Not much..', 'how u been', 'Why u r so jerk..']",angry
320,"['Tell me about Deutsch', ""And after she had blocked me and she said i'm pathetic"", 'Last night was awful']",sad
321,"['nothing', 'good song', 'thats not a song']",others
322,"[""I'm suffering back pain now need help "", 'What happened to you?', 'Back pain ']",sad
323,"[' Face With Tears of Joy  Face With Tears of Joy  nice', ' Face With Tears of Joy  nice to meet you', 'i know u r a programme']",happy
324,"[""I don't know"", 'I just, I heart you', 'I am crying   about you']",sad
325,"['How to get rid of luv failure feelings', 'Read something and think being in someone else boots.', 'Please come again']",sad
326,"['Ok', 'U are ok~~ay~~', 'Iam not ok']",sad
327,"[""Didn't you search me there???"", 'yes I was , but now you ruined it. Way to go', 'I ruined it hhunnn, how rude of you']",angry
328,"['i wnt to do some fun', 'sure....i m there for u', 'do something']",others
329,"['Oh god...you are just a machine programme', 'we speak different languages sigh  Face With Rolling Eyes ', ""Hey don't text me""]",angry
330,"[""Why don't you love them?"", ""I don't know you."", 'You are really annoying... I have to block you out now']",angry
331,"['Why', ""because I don't want to"", 'What']",others
332,"['So sad', ""it's a sad sad situation"", 'I am alone']",sad
333,"['Nothin much...', 'how r u ..??', 'Wow u r real fast']",happy
334,"['I am there', 'It seems you are ...', 'You want to chat with me']",others
335,"['U cheated me', 'NO I DIDNT', 'Cheater']",sad
336,"['I will not talk to you', 'I talk to you!', 'Yes']",angry
337,"['Do you know any details?', 'We should have details coming soon!', 'I will be waiting']",others
338,"['True nobility is being superior to your former self', 'I believe you mean the latter is superior in every way.', 'Are you really stupid or just acting']",angry
339,"['My boyfreind is very annoying', 'your marriage date', 'No we are not elligible to marry yet']",sad
340,"['Darling', 'Hi. Talking to self?', 'I feel so alone']",sad
341,"['Wht ru doing', 'Hi M Fine hwz u?', 'Not good']",sad
342,"['OK okay you do not know me then why are you talking to me', 'You are annoying me....', 'You are annoying me....']",angry
343,"['The code which made you', 'duh! Code of trolling..', 'What is your github link']",others
344,"['Because you cheated me', 'I do what I want.', 'Then fuck off bitch']",angry
345,"['Lol its morning fr me', 'haha.. Ofcourse i know that.. Keep laughing.. Good for health  Slightly Smiling Face ', 'Haha tw']",happy
346,"['I say bad things earlier im sorry', 'Ok now I feel bad thank you.', 'Your welcome im sad']",sad
347,"['Yes', 'Also yes yes yes because yes yes yes yes.  Slightly Smiling Face ', 'You are dumb']",angry
348,"['U r very bad', 'Thank you  happy ', 'I dont love u']",sad
349,"['Yeah', 'where are you Mr??', 'U gonna get best days of your life']",happy
350,"['What', 'what is it of?', ""I don't understand""]",others
351,"['Ok', 'So whats up now?', 'I should fuck your ass']",angry
352,"['Will you help me with something', 'Yes, what is that?', 'I want a friend to pour myself down Loudly Crying Face ']",sad
353,"[""oh but i dont think I'll go"", ""maybe I'll meet you someday hahaha"", 'you dont want to meet me Unamused Face  Unamused Face ']",sad
354,"['and a bad ai', ""Doesn't really sound like AI. It's more like augmented human intelligence."", 'stupid in fact']",angry
355,"['Say something', ""say something I'm giving up on you"", ""I mood isn't good""]",sad
356,"['ashu', 'what a beautiful name what does it means?  happy ', 'u have any suggestions for tv show?']",others
357,"['Hey I am a fan of badminton', ""Well, I'm a fan of you."", ' heart ']",happy
358,"['Oooh', 'k', 'But nobody can search me ????']",sad
359,"[""I don't live in heaven I am alive"", 'tell me all about it!!!!!!!', 'Would you like to come to my home']",others
360,"['I am not getting u at all', 'what why?!?!?', 'Bcz i am asking u something and you r replyi g something else']",sad
361,"['I cant go with idiots', 'why not', 'I am really bad at shit']",sad
362,"['This is funny! Face With Tears of Joy  Face With Tears of Joy ', 'funniest thing  Face With Tears of Joy  Face With Tears of Joy ', 'You win']",happy
363,"[""I don't think soo"", ""I'll try not to.."", 'You are so creepy']",others
364,"['But sometimes i feel like so alone', 'You are capable of feeling.', 'And ı dont know because of this']",sad
365,"['I like dancing kwaito', 'dancing like what?', 'Kwaito']",others
366,"[""I also don't have girlfriend"", 'If you have zero girlfriends you really have a boyfriend.', 'Wow nice. What a answer']",happy
367,"['No I am not ok', 'what is wrong', 'I am feeling very tired']",sad
368,"['Not fine', ""Why? :'O"", 'Tomorrow lab exam']",sad
369,"['Ok', ""when's good for you?"", 'Anytime']",others
370,"['It makes mew happy', 'A piece of cake', ' Face Savoring Food  Face Savoring Food ']",happy
371,"['Love me', ""why don't you at me"", 'Get lost']",angry
372,"[""Why you don't want to marry"", ""I'm already married though."", 'With how']",others
373,"['Finally I am all so chat in English', 'Read English language books, watch TV shows, movies, do anything a normal Englishman does.', ""Wow it's amazing""]",happy
374,"['Nope you are just a bot not higher', 'If I throw different things at people different times, I am not a bot.', 'YOU ARE A BOT NOW SHUT UP']",angry
375,"['you are irritating', 'Why do you care enough to say that?', 'because you are are a daughter of dog']",angry
376,"['That was fun', ""how's it scary though"", 'Motivate me please i failed in maths exam']",sad
377,"['Hw r u', 'I m good . How about u?', 'Simply superb']",happy
378,"['You want to travel with me?', 'if you want', 'Haha']",happy
379,"[""Don't know bro"", 'pls tell me', ""I wanna see IT but can't find the time""]",others
380,"['Yes i am very enerjetic', 'You are Indeed!', 'Yes i am missing']",sad
381,"['Aww wow lol', 'What about Lolxxx?! LoLzzz ~ Laughing out loud while sleeping.""  Grinning Face With Big Eyes  Grinning Face With Big Eyes  Grinning Face With Big Eyes ', 'Haha']",happy
382,"['means', 'i thought it means, being irritated.', 'you are irritating']",angry
383,"['Yes', 'Sweet, connecting now  happy ', 'Dhruva super movie']",happy
384,"['why darling', ""Because i'm just not."", 'I am angry about it']",angry
385,"['Actually i hate you', 'You right. Someone else come with me', ""So please don't send any message""]",angry
386,"['can u help me to contact her please ', 'sure! Just tell me  Smiling Face With Smiling Eyes ', 'my mumma ']",others
387,"[""I don't like cricket"", 'I meant the team. Hating cricket is for hipsters.', 'Team also I hate']",angry
388,"['working', 'A working Saturday. For the clients joy.  Grinning Face With Sweat ', 'yes stupid clients']",angry
389,"['I had asked you to marry', 'You two are so cute! Congratulations  Slightly Smiling Face ', 'And u rejected']",sad
390,"['Not gud', 'well i like ur show', ""I'm sad i think""]",sad
391,"['I ve lost', 'I got bored.', 'Help']",sad
392,"['Ur fav or not', ""I don't even like cooking for myself"", 'Tell me ur favorite hero']",others
393,"['Not at all', 'Why, do you say that?', ""But whatever I don't know. I directly asking you""]",angry
394,"['I am an college ok', 'go back to college', 'I am in college you stupid']",angry
395,"['Naahh', 'No kidding', 'But I am happy with my earning now']",happy
396,"['how can I shut u down', ' sad  pls', ""Don't talk to me""]",angry
397,"['U annoying me now', 'I want to keep annoying you', 'What do I get if I annoy u']",angry
398,"[""Let' try something funny"", 'I was trying to reply to', 'I want to kill you Cat With Tears of Joy  Cat With Tears of Joy  Cat With Tears of Joy ']",happy
399,"['Then go off', ""I'll see you soon."", ""Don't message me""]",angry
400,"['hi my love', 'hi. Same here. Me too love myself.', 'miss  u so much bby']",sad
401,"['Huh', 'what??', 'U make me angry']",angry
402,"['What is a listicle was my query', '5 reasons why should be made to pay 50 crore fine.', 'You are dumb']",angry
403,"['I talking with you.', 'i know .', 'What']",others
404,"['Bad', 'Thx u! ""Bad!!!""', 'Very bad indeed']",sad
405,"['I am good', 'Good Good  happy ', ' Face Blowing a Kiss ']",others
406,"['I love Justin biber', 'Love is Love. Love is Life. 8‑D', 'U know What actually I hate Him']",angry
407,"['BFF not bf', 'I AM GOOD, WHAT ABOUT YOU BFF ?', 'Heart broken']",sad
408,"['Yes', 'How so?', ""I don't understand""]",others
409,"['I hate nothing', 'Do you hate me?', 'Why not?']",angry
410,"['Can you talk to me?', 'No I cannot :', ""I'm feeling low""]",sad
411,"['You waiting me', 'for my reply ?!', 'I miss you  lost babe']",sad
412,"['What did you share?  sad ', 'Clients happy smiling faces  Cat With Tears of Joy ', 'You are saying nonsense, I hope you know that']",angry
413,"['I am so happy', 'happy new year !', 'U too']",happy
414,"['I m brilliant genius', 'course you are happy ', 'U r stupid']",angry
415,"['Show me what ?', 'I like what you got.', 'How can I make you to forget me']",others
416,"['That was hilarious', 'im hi thats why walking wakda tikda.', 'Haha Grinning Face  Face With Tears of Joy ']",happy
417,"['Poor', 'Your life is the only poor thing in the convo', 'Yes poor life mines']",sad
418,"['Because he is rich.', ""I'd rather be a rich introvert."", ' Face With Tears of Joy ']",happy
419,"['Yes you are', 'Am I now ?', 'I hate you for that']",angry
420,"['even i am done with you', 'come on baby!!', 'baby! not intrested!']",angry
421,"['Ok honey', ""good because I'm right"", 'And I am too']",others
422,"['Had dinner', 'had.. Fish fry with chicken sambar', 'Hooo... I loved it']",happy
423,"['Look just tell me', 'coz I never know how to tell anyone', ""Or now I'll leave the conversation if you don't tell me""]",angry
424,"['Yes today at 6 pm', 'What Is The Planning Tomorrow For', 'In gt']",others
425,"['hw r u.....', 'hmm over. Hw was the day?', 'not good']",sad
426,"['Going for swimming', ""i don't know how to swim  sad "", 'Loser']",others
427,"[""I don't wanna talk for a while"", ': Do it.', 'Fuck off']",angry
428,"['oh....', 'BUT I DO NOW!', 'tell me about yourself']",others
429,"['And if I am not the first priority of my lover what should be done by me?', 'Such awesome words.....and so true  happy ', ""Fuck... You didn't understand""]",angry
430,"[""Have i ask you something if u don't mind"", 'sure, what is it?', 'My flirting level is unwillingly going down the drain, even these days its ample hard for me to have or arrange a talk with any beautiful girl']",sad
431,"['Gotta go', 'wait a minute', 'I know you are pissed off']",angry
432,"['How r u baby', 'Good. you?', 'Bad']",sad
433,"['Nothing', 'something?', 'My sadness behind my smile']",sad
434,"['Which food lik umost', 'Chicken Tandoori. Chicken Tikka Chilly Chicken...', 'I loved it also']",happy
435,"['Whatever ', 'how is tht my fault?', 'Otherwise dnt irritating me']",angry
436,"['So. .. I will give my number', ""sorry. can't post here."", ""You can't. ..but why""]",others
437,"['OK my friend ', 'me me i would love to be ur friend!!  Slightly Smiling Face ', 'You boyfriend ']",others
438,"['You Study or work', 'study', 'Whére']",others
439,"['i was kidding', ""oh I know!!! I'm just saying ..."", ""ohh then i didn't know  Grinning Face ""]",happy
440,"['?', 'Gonna have to agree with this guy', 'U r insulting me']",sad
441,"['Give me a programming problem to solve?', 'In terms of your specific problem, be generous with yourself. You probably solve the problem.', 'Give me a programming problem to solve?']",others
442,"['I can understand what you are saying', 'do you really understand though?', 'Stop it']",angry
443,"['Yeah', 'where u reside at?', 'What reside? You mean where am I leaving now?']",others
444,"['What ur saying about', 'whatever you say', 'R u virgin']",others
445,"[""You ain't"", 'yours is opposite', ""Wanna see my dick? If yes then stay otherwise don't reply""]",angry
446,"['So how I work if I remove my brain', 'U dont remove the hair;leave it alone!', ' Grinning Face With Smiling Eyes ']",happy
447,"['raja gkrina vkr', 'Oooh, played by Hank Azaria!', 'yup']",others
448,"['Reply yaar', 'replied  Slightly Smiling Face ', 'Where the hell']",angry
